housekeeping_log_id,booking_id,guest_id,room_id,service_date,cleaning_start_time,cleaning_end_time,cleaning_duration_minutes,attendant_id,inspector_id,inspection_status,room_ready_status,issues_found,issue_severity,bathroom_status,linen_status,floor_status,minibar_status,notes
HK-002086,BKG-006112,GST-006112,RM-239,2022-08-16,12:55,14:07,72,ATT-023,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002087,BKG-003341,GST-003341,RM-114,2022-08-17,10:45,11:39,54,ATT-018,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002088,BKG-002488,GST-002488,RM-503,2022-08-17,11:10,11:53,43,ATT-027,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002089,BKG-003190,GST-003190,RM-509,2022-08-17,12:55,13:46,51,ATT-005,INS-006,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,checkout clean passed with minor note: stained linen.
HK-002090,BKG-001094,GST-001094,RM-435,2022-08-18,11:50,12:43,53,ATT-014,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002091,BKG-009144,GST-009144,RM-107,2022-08-18,12:35,13:36,61,ATT-003,INS-008,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,pre arrival required follow-up for missing towels; room release delayed pending correction.
HK-002092,BKG-001490,GST-001490,RM-305,2022-08-18,13:40,14:16,36,ATT-028,INS-002,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-002093,BKG-002488,GST-002488,RM-503,2022-08-19,09:10,09:46,36,ATT-002,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002094,BKG-007831,GST-007831,RM-130,2022-08-19,13:10,14:00,50,ATT-025,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002095,BKG-002787,GST-002787,RM-304,2022-08-19,13:55,14:36,41,ATT-028,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002096,BKG-009144,GST-009144,RM-107,2022-08-19,15:20,16:04,44,ATT-026,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002097,BKG-003341,GST-003341,RM-114,2022-08-19,15:30,15:52,22,ATT-009,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002098,BKG-002488,GST-002488,RM-503,2022-08-20,09:35,10:16,41,ATT-011,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002099,BKG-008652,GST-008652,RM-301,2022-08-20,11:25,12:59,94,ATT-005,INS-003,failed,not_ready,dirty bathroom,major,dirty,fresh,vacuumed,stocked,checkout clean failed due to dirty bathroom; room not released until corrective cleaning.
HK-002100,BKG-001490,GST-001490,RM-305,2022-08-20,11:40,12:15,35,ATT-027,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002101,BKG-001094,GST-001094,RM-435,2022-08-20,13:00,13:47,47,ATT-032,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002102,BKG-009144,GST-009144,RM-107,2022-08-20,16:15,16:46,31,ATT-001,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002103,BKG-000398,GST-000398,RM-305,2022-08-21,09:05,09:51,46,ATT-010,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002104,BKG-000319,GST-000319,RM-106,2022-08-21,09:20,10:08,48,ATT-005,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002105,BKG-003341,GST-003341,RM-114,2022-08-21,12:25,12:56,31,ATT-021,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002106,BKG-001490,GST-001490,RM-305,2022-08-21,13:05,13:45,40,ATT-012,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002107,BKG-000708,GST-000708,RM-225,2022-08-21,13:15,13:53,38,ATT-027,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002108,BKG-002787,GST-002787,RM-304,2022-08-21,14:25,15:08,43,ATT-029,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002109,BKG-002488,GST-002488,RM-503,2022-08-21,16:35,17:21,46,ATT-004,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002110,BKG-000708,GST-000708,RM-225,2022-08-22,10:30,11:11,41,ATT-005,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002111,BKG-002488,GST-002488,RM-503,2022-08-22,12:10,13:15,65,ATT-020,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002112,BKG-009182,GST-009182,RM-423,2022-08-22,12:20,13:04,44,ATT-006,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002113,BKG-000398,GST-000398,RM-305,2022-08-22,13:05,13:50,45,ATT-018,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002114,BKG-003253,GST-003253,RM-330,2022-08-22,14:25,14:58,33,ATT-014,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002115,BKG-009144,GST-009144,RM-107,2022-08-22,15:35,16:14,39,ATT-031,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002116,BKG-009182,GST-009182,RM-423,2022-08-23,09:40,10:18,38,ATT-014,INS-004,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-002117,BKG-000708,GST-000708,RM-225,2022-08-23,11:20,12:04,44,ATT-029,INS-002,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-002118,BKG-003341,GST-003341,RM-114,2022-08-23,12:55,14:02,67,ATT-034,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002119,BKG-003253,GST-003253,RM-330,2022-08-23,13:05,13:43,38,ATT-027,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002120,BKG-002787,GST-002787,RM-304,2022-08-23,13:10,13:39,29,ATT-023,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002121,BKG-000398,GST-000398,RM-305,2022-08-23,13:15,13:40,25,ATT-025,INS-007,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service passed with minor note: missing towels.
HK-002122,BKG-000319,GST-000319,RM-106,2022-08-23,14:45,15:15,30,ATT-031,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002123,BKG-009144,GST-009144,RM-107,2022-08-23,15:35,16:12,37,ATT-035,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002124,BKG-003253,GST-003253,RM-330,2022-08-24,10:35,11:01,26,ATT-021,INS-007,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-002125,BKG-008141,GST-008141,RM-308,2022-08-24,11:30,12:12,42,ATT-001,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002126,BKG-001587,GST-001587,RM-416,2022-08-24,12:10,12:46,36,ATT-034,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002127,BKG-007831,GST-007831,RM-130,2022-08-24,12:30,13:44,74,ATT-008,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002128,BKG-009182,GST-009182,RM-423,2022-08-24,14:15,14:55,40,ATT-030,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002129,BKG-002787,GST-002787,RM-304,2022-08-24,14:55,15:21,26,ATT-019,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002130,BKG-009144,GST-009144,RM-107,2022-08-24,15:30,15:57,27,ATT-025,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002131,BKG-002787,GST-002787,RM-304,2022-08-25,10:25,11:08,43,ATT-035,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002132,BKG-000398,GST-000398,RM-305,2022-08-25,10:40,11:05,25,ATT-006,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002133,BKG-008141,GST-008141,RM-308,2022-08-25,10:50,11:23,33,ATT-027,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002134,BKG-001587,GST-001587,RM-416,2022-08-25,11:25,12:18,53,ATT-003,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002135,BKG-001025,GST-001025,RM-438,2022-08-25,11:35,12:40,65,ATT-020,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002136,BKG-009182,GST-009182,RM-423,2022-08-25,12:50,13:20,30,ATT-013,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002137,BKG-009144,GST-009144,RM-107,2022-08-25,14:10,14:56,46,ATT-004,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002138,BKG-000708,GST-000708,RM-225,2022-08-25,16:45,17:09,24,ATT-004,INS-010,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-002139,BKG-009182,GST-009182,RM-423,2022-08-26,09:25,10:11,46,ATT-008,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002140,BKG-000398,GST-000398,RM-305,2022-08-26,11:15,11:51,36,ATT-023,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002141,BKG-002787,GST-002787,RM-304,2022-08-26,13:35,14:24,49,ATT-011,INS-009,follow_up_required,ready_after_follow_up,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,checkout clean required follow-up for minibar not restocked; room release delayed pending correction.
HK-002142,BKG-008141,GST-008141,RM-308,2022-08-26,15:20,16:00,40,ATT-020,INS-003,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service passed with minor note: missing towels.
HK-002143,BKG-001025,GST-001025,RM-438,2022-08-27,11:20,11:50,30,ATT-021,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002144,BKG-009182,GST-009182,RM-423,2022-08-27,15:35,16:43,68,ATT-014,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002145,BKG-008141,GST-008141,RM-308,2022-08-28,13:45,14:10,25,ATT-029,INS-006,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-002146,BKG-001025,GST-001025,RM-438,2022-08-29,09:55,10:33,38,ATT-015,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002147,BKG-008141,GST-008141,RM-308,2022-08-29,11:25,12:05,40,ATT-005,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002148,BKG-004048,GST-004048,RM-221,2022-08-31,11:05,11:48,43,ATT-007,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002149,BKG-002036,GST-002036,RM-505,2022-09-01,12:35,13:41,66,ATT-023,INS-007,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,pre arrival passed with minor note: dust on desk.
HK-002150,BKG-006648,GST-006648,RM-237,2022-09-02,08:15,09:22,67,ATT-014,INS-008,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,pre arrival passed with minor note: missing towels.
HK-002151,BKG-002036,GST-002036,RM-505,2022-09-02,09:25,10:00,35,ATT-029,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002152,BKG-004048,GST-004048,RM-221,2022-09-02,09:40,10:11,31,ATT-003,INS-003,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service required follow-up for missing towels; room release delayed pending correction.
HK-002153,BKG-002036,GST-002036,RM-505,2022-09-03,12:05,12:31,26,ATT-029,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002154,BKG-004048,GST-004048,RM-221,2022-09-03,12:40,13:53,73,ATT-034,INS-002,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,checkout clean required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-002155,BKG-002036,GST-002036,RM-505,2022-09-04,11:35,12:00,25,ATT-032,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002156,BKG-006648,GST-006648,RM-237,2022-09-04,11:35,12:22,47,ATT-008,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002157,BKG-002036,GST-002036,RM-505,2022-09-05,14:20,14:53,33,ATT-009,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002158,BKG-006648,GST-006648,RM-237,2022-09-05,14:50,15:36,46,ATT-025,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002159,BKG-002036,GST-002036,RM-505,2022-09-07,12:40,13:13,33,ATT-027,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002160,BKG-002036,GST-002036,RM-505,2022-09-08,13:35,14:35,60,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002161,BKG-008704,GST-008704,RM-503,2022-09-08,14:45,15:42,57,ATT-029,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002162,BKG-008704,GST-008704,RM-503,2022-09-09,15:00,16:04,64,ATT-036,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002163,BKG-001022,GST-001022,RM-329,2022-09-10,08:05,08:40,35,ATT-033,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002164,BKG-006282,GST-006282,RM-131,2022-09-10,11:30,12:06,36,ATT-026,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002165,BKG-001022,GST-001022,RM-329,2022-09-11,09:00,09:39,39,ATT-006,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002166,BKG-006282,GST-006282,RM-131,2022-09-12,15:10,15:50,40,ATT-036,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002167,BKG-001022,GST-001022,RM-329,2022-09-14,16:50,17:37,47,ATT-033,INS-008,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-002168,BKG-002315,GST-002315,RM-402,2022-09-15,13:55,14:38,43,ATT-005,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002169,BKG-001022,GST-001022,RM-329,2022-09-15,15:30,16:44,74,ATT-020,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002170,BKG-006282,GST-006282,RM-131,2022-09-15,16:45,17:15,30,ATT-013,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002171,BKG-006282,GST-006282,RM-131,2022-09-16,15:35,16:08,33,ATT-025,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002172,BKG-009145,GST-009145,RM-124,2022-09-17,11:25,12:12,47,ATT-012,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002173,BKG-002315,GST-002315,RM-402,2022-09-17,14:35,15:20,45,ATT-012,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002174,BKG-009145,GST-009145,RM-124,2022-09-18,11:25,12:08,43,ATT-010,INS-002,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-002175,BKG-006282,GST-006282,RM-131,2022-09-18,13:00,14:01,61,ATT-026,INS-002,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,checkout clean passed with minor note: missing towels.
HK-002176,BKG-002315,GST-002315,RM-402,2022-09-18,14:55,15:54,59,ATT-024,INS-009,failed,not_ready,dirty bathroom,major,dirty,fresh,vacuumed,stocked,daily service failed due to dirty bathroom; room not released until corrective cleaning.
HK-002177,BKG-009145,GST-009145,RM-124,2022-09-19,16:50,17:30,40,ATT-026,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002178,BKG-002315,GST-002315,RM-402,2022-09-21,09:35,10:20,45,ATT-024,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002179,BKG-009145,GST-009145,RM-124,2022-09-21,10:20,10:58,38,ATT-015,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002180,BKG-005804,GST-005804,RM-311,2022-09-21,14:50,16:15,85,ATT-034,INS-005,failed,not_ready,trash not removed,major,clean,fresh,trash present,stocked,pre arrival failed due to trash not removed; room not released until corrective cleaning.
HK-002181,BKG-005804,GST-005804,RM-311,2022-09-22,12:15,13:03,48,ATT-008,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002182,BKG-005804,GST-005804,RM-311,2022-09-23,10:45,11:08,23,ATT-004,INS-008,follow_up_required,ready_after_follow_up,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service required follow-up for floor not vacuumed; room release delayed pending correction.
HK-002183,BKG-002315,GST-002315,RM-402,2022-09-23,13:10,13:51,41,ATT-007,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002184,BKG-007621,GST-007621,RM-230,2022-09-24,09:50,10:57,67,ATT-012,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002185,BKG-004752,GST-004752,RM-319,2022-09-24,12:15,12:50,35,ATT-018,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002186,BKG-005804,GST-005804,RM-311,2022-09-24,12:35,13:02,27,ATT-011,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002187,BKG-002315,GST-002315,RM-402,2022-09-24,13:05,14:10,65,ATT-017,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002188,BKG-004000,GST-004000,RM-403,2022-09-25,11:35,12:17,42,ATT-014,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002189,BKG-006119,GST-006119,RM-332,2022-09-25,12:15,13:23,68,ATT-029,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002190,BKG-004752,GST-004752,RM-319,2022-09-25,13:10,13:56,46,ATT-033,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002191,BKG-005804,GST-005804,RM-311,2022-09-25,15:15,15:40,25,ATT-001,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002192,BKG-007621,GST-007621,RM-230,2022-09-25,15:20,16:08,48,ATT-030,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002193,BKG-006119,GST-006119,RM-332,2022-09-26,11:10,11:54,44,ATT-033,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002194,BKG-007621,GST-007621,RM-230,2022-09-26,12:30,13:15,45,ATT-031,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002195,BKG-004752,GST-004752,RM-319,2022-09-26,16:35,17:22,47,ATT-024,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002196,BKG-006119,GST-006119,RM-332,2022-09-27,09:55,10:33,38,ATT-029,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002197,BKG-005804,GST-005804,RM-311,2022-09-27,12:00,12:28,28,ATT-011,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002198,BKG-004000,GST-004000,RM-403,2022-09-27,13:55,14:40,45,ATT-024,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002199,BKG-006119,GST-006119,RM-332,2022-09-28,10:25,10:53,28,ATT-021,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002200,BKG-005804,GST-005804,RM-311,2022-09-28,11:20,12:07,47,ATT-036,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002201,BKG-008948,GST-008948,RM-235,2022-09-28,13:00,14:08,68,ATT-005,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002202,BKG-004000,GST-004000,RM-403,2022-09-28,14:00,15:11,71,ATT-029,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002203,BKG-006124,GST-006124,RM-433,2022-09-28,14:05,14:39,34,ATT-012,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002204,BKG-007836,GST-007836,RM-131,2022-09-29,10:15,10:51,36,ATT-015,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002205,BKG-007662,GST-007662,RM-313,2022-09-29,12:55,13:36,41,ATT-027,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002206,BKG-006119,GST-006119,RM-332,2022-09-29,15:30,16:11,41,ATT-005,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002207,BKG-008948,GST-008948,RM-235,2022-09-29,16:00,16:34,34,ATT-002,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002208,BKG-006124,GST-006124,RM-433,2022-09-30,11:50,12:38,48,ATT-009,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002209,BKG-008948,GST-008948,RM-235,2022-09-30,12:20,13:28,68,ATT-020,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002210,BKG-007836,GST-007836,RM-131,2022-09-30,13:10,13:37,27,ATT-027,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002211,BKG-006119,GST-006119,RM-332,2022-09-30,14:55,16:04,69,ATT-026,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002212,BKG-007662,GST-007662,RM-313,2022-09-30,16:55,17:25,30,ATT-025,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002213,BKG-007662,GST-007662,RM-313,2022-10-01,13:25,14:06,41,ATT-007,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002214,BKG-003847,GST-003847,RM-106,2022-10-01,13:40,14:15,35,ATT-002,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002215,BKG-007836,GST-007836,RM-131,2022-10-01,14:40,15:19,39,ATT-027,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002216,BKG-007836,GST-007836,RM-131,2022-10-02,11:30,12:25,55,ATT-014,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
