booking_id,guest_id,property_id,hotel_name,arrival_date,departure_date,stay_nights,lead_time_days,adults,children,babies,meal_plan,country,market_segment,distribution_channel,repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,special_requests
BKG-002441,GST-002441,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-18,2021-05-25,7,187,1,0,1,SC,Portugal,Online TA,Tour Operator,false,0,1,D,E,0,No Deposit,0,Transient,106.30,0,3
BKG-002442,GST-002442,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-17,2021-01-20,3,169,2,1,1,SC,France,Online TA,Tour Operator,true,0,3,B,B,0,Non Refundable,0,Transient-Party,58.01,1,0
BKG-002451,GST-002451,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-27,2023-08-01,5,54,3,0,0,FB,Spain,Offline TA/TO,Tour Operator,true,0,0,B,E,1,Non Refundable,0,Contract,117.68,0,0
BKG-002452,GST-002452,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-21,2023-10-27,6,58,1,0,1,FB,France,Online TA,Tour Operator,false,0,1,D,B,0,No Deposit,0,Contract,72.83,1,1
BKG-002457,GST-002457,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-09,2022-04-13,4,71,3,0,1,HB,Spain,Online TA,Tour Operator,false,0,1,D,C,1,No Deposit,2,Transient-Party,96.12,1,1
BKG-002464,GST-002464,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-10-18,2021-10-25,7,38,2,2,1,FB,Spain,Groups,Travel Agent,false,2,2,A,B,1,Refundable,0,Transient,76.72,0,3
BKG-002471,GST-002471,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-11,2023-08-17,6,154,1,0,1,SC,Portugal,Online TA,Direct,false,1,2,D,D,0,Non Refundable,1,Contract,125.32,0,2
BKG-002479,GST-002479,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-29,2023-10-04,5,33,1,0,0,HB,France,Offline TA/TO,Tour Operator,true,0,0,C,C,0,Refundable,1,Transient-Party,95.80,1,3
BKG-002488,GST-002488,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-17,2022-08-22,5,98,1,0,0,BB,France,Offline TA/TO,Tour Operator,false,0,0,E,E,0,Non Refundable,0,Transient,66.01,1,3
BKG-002492,GST-002492,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-06,2021-06-10,4,66,2,1,1,HB,Germany,Offline TA/TO,Tour Operator,false,0,3,E,E,0,No Deposit,0,Contract,103.51,1,2
BKG-002498,GST-002498,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-22,2021-09-25,3,86,2,1,1,HB,Germany,Groups,Tour Operator,false,0,0,A,A,0,Refundable,2,Contract,111.55,0,3
BKG-002501,GST-002501,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-09,2021-05-14,5,129,2,0,1,BB,Spain,Offline TA/TO,Corporate,false,0,0,B,B,0,No Deposit,1,Transient-Party,109.56,0,3
BKG-002526,GST-002526,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-31,2022-02-03,3,124,2,2,1,SC,Germany,Groups,Direct,true,1,2,C,C,0,Non Refundable,0,Transient,115.83,0,2
BKG-002536,GST-002536,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-20,2022-07-24,4,85,2,1,0,HB,Germany,Offline TA/TO,Corporate,false,0,1,A,A,1,No Deposit,0,Contract,117.80,1,0
BKG-002539,GST-002539,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-05,2022-06-10,5,38,3,2,1,BB,Spain,Online TA,Tour Operator,false,0,0,E,E,0,Refundable,1,Transient-Party,99.72,0,1
BKG-002543,GST-002543,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-09,2023-06-11,2,89,2,0,1,SC,France,Groups,Tour Operator,true,0,0,C,C,0,Non Refundable,0,Transient-Party,78.97,0,2
BKG-002549,GST-002549,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-27,2023-01-11,15,151,2,1,0,FB,Spain,Groups,Tour Operator,false,1,0,B,B,0,Non Refundable,1,Transient-Party,95.62,1,0
BKG-002559,GST-002559,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-24,2023-04-30,6,116,2,0,1,BB,Spain,Offline TA/TO,Direct,true,0,0,E,E,0,Refundable,3,Transient-Party,106.01,2,1
BKG-002565,GST-002565,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-04,2021-08-06,2,55,3,1,1,SC,Portugal,Online TA,Tour Operator,false,0,1,E,E,1,No Deposit,0,Transient,89.07,0,0
BKG-002589,GST-002589,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-07,2022-08-13,6,60,1,0,0,SC,Portugal,Groups,Direct,false,0,1,B,B,1,Non Refundable,1,Transient-Party,100.76,2,2
BKG-002592,GST-002592,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-23,2022-10-29,6,77,2,2,0,FB,France,Offline TA/TO,Direct,true,1,2,A,A,1,Non Refundable,0,Transient-Party,74.57,2,2
BKG-002642,GST-002642,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-29,2023-05-09,10,89,1,0,0,HB,Portugal,Online TA,Travel Agent,true,2,1,C,C,0,Non Refundable,0,Transient,56.22,1,2
BKG-002649,GST-002649,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-20,2021-06-23,3,101,2,1,1,FB,Germany,Offline TA/TO,Corporate,true,0,0,D,D,0,Non Refundable,2,Transient,110.45,1,3
BKG-002670,GST-002670,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-05,2022-04-09,4,131,2,2,1,SC,Germany,Online TA,Corporate,true,0,1,A,A,1,Refundable,1,Transient-Party,76.68,0,0
BKG-002675,GST-002675,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-09,2022-04-15,6,50,2,1,0,SC,Spain,Offline TA/TO,Direct,false,1,1,E,E,0,Non Refundable,0,Transient-Party,129.24,2,3
BKG-002676,GST-002676,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-07,2021-08-08,1,2,2,2,0,HB,Spain,Offline TA/TO,Tour Operator,true,0,2,D,D,2,Non Refundable,1,Contract,101.42,1,2
BKG-002694,GST-002694,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-17,2023-09-20,3,93,1,2,0,BB,Germany,Offline TA/TO,Tour Operator,true,0,0,E,E,0,No Deposit,0,Transient,113.46,0,0
BKG-002702,GST-002702,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-21,2021-01-23,2,155,2,0,1,SC,France,Groups,Direct,true,1,0,C,C,1,No Deposit,1,Transient,100.37,1,1
BKG-002709,GST-002709,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-10,2022-01-17,7,82,2,0,0,FB,Germany,Offline TA/TO,Travel Agent,false,0,1,A,A,0,No Deposit,1,Transient,74.21,1,3
BKG-002715,GST-002715,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-28,2023-12-31,3,118,2,0,0,SC,Portugal,Groups,Tour Operator,false,2,1,B,B,0,No Deposit,1,Transient,85.53,1,2
BKG-002754,GST-002754,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-11-24,2023-11-28,4,92,1,1,0,FB,Germany,Offline TA/TO,Direct,false,0,0,D,D,0,Non Refundable,5,Transient-Party,102.70,2,3
BKG-002762,GST-002762,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-03,2022-12-07,4,60,3,0,1,SC,Spain,Online TA,Tour Operator,true,0,0,C,C,0,Refundable,0,Contract,52.38,1,1
BKG-002766,GST-002766,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-15,2022-04-20,5,141,1,1,1,FB,Germany,Online TA,Travel Agent,false,0,1,D,D,0,No Deposit,1,Transient,110.92,0,2
BKG-002777,GST-002777,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-09,2023-02-14,5,87,2,0,0,HB,Portugal,Online TA,Corporate,false,1,0,C,C,0,No Deposit,0,Transient-Party,66.48,1,1
BKG-002781,GST-002781,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-29,2021-08-04,6,144,3,0,0,SC,Portugal,Offline TA/TO,Travel Agent,true,0,3,C,C,1,Refundable,1,Contract,78.99,0,0
BKG-002787,GST-002787,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-19,2022-08-26,7,62,1,2,1,SC,France,Groups,Direct,false,0,3,C,C,0,Non Refundable,0,Transient-Party,100.40,1,3
BKG-002789,GST-002789,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-31,2023-11-05,5,77,3,0,1,HB,Germany,Groups,Travel Agent,false,0,2,A,A,0,Refundable,2,Transient-Party,103.49,0,3
BKG-002790,GST-002790,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-26,2023-08-29,3,109,2,2,1,FB,Germany,Groups,Corporate,false,0,3,C,C,0,No Deposit,1,Contract,125.51,2,3
BKG-002824,GST-002824,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-11-15,2021-11-18,3,30,2,0,1,SC,Spain,Online TA,Tour Operator,true,1,2,B,B,1,No Deposit,0,Transient-Party,75.69,1,0
BKG-002827,GST-002827,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-13,2022-07-18,5,162,3,1,0,SC,Spain,Offline TA/TO,Direct,true,0,2,D,D,0,Refundable,2,Transient-Party,123.93,0,3
BKG-002836,GST-002836,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-05,2021-01-12,7,85,1,2,1,FB,Spain,Offline TA/TO,Direct,false,0,1,C,C,0,Refundable,2,Transient,71.22,0,3
BKG-002848,GST-002848,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-23,2022-11-26,3,58,2,2,1,HB,Portugal,Offline TA/TO,Tour Operator,false,0,1,A,A,0,Refundable,0,Transient-Party,110.73,0,2
BKG-002854,GST-002854,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-20,2023-07-30,10,111,1,2,0,FB,Spain,Offline TA/TO,Direct,false,0,1,A,A,0,Non Refundable,0,Transient,109.20,2,1
BKG-002865,GST-002865,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-23,2023-02-28,5,120,2,0,1,SC,France,Offline TA/TO,Travel Agent,false,0,1,A,A,0,No Deposit,0,Transient,82.14,0,2
BKG-002926,GST-002926,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-11-19,2023-11-22,3,113,3,2,1,SC,France,Groups,Tour Operator,false,0,0,B,B,1,Refundable,0,Transient-Party,93.12,0,3
BKG-002934,GST-002934,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-13,2023-10-20,7,148,1,0,1,SC,Portugal,Offline TA/TO,Direct,false,1,0,C,C,0,Refundable,0,Contract,96.96,0,3
BKG-002935,GST-002935,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-22,2022-11-26,4,144,3,1,1,HB,France,Groups,Corporate,true,1,0,E,E,0,Non Refundable,0,Transient,98.46,2,0
BKG-002944,GST-002944,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-04,2023-09-11,7,90,2,1,0,BB,Germany,Groups,Corporate,false,1,2,B,B,1,No Deposit,0,Contract,53.83,0,2
BKG-002956,GST-002956,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-19,2021-07-21,2,187,2,1,1,FB,Germany,Offline TA/TO,Travel Agent,false,0,1,C,C,0,No Deposit,1,Contract,66.98,0,0
BKG-002964,GST-002964,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-02,2021-01-05,3,47,2,2,0,HB,France,Groups,Travel Agent,false,0,1,B,B,0,No Deposit,1,Contract,109.92,2,1
BKG-002972,GST-002972,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-26,2021-05-01,5,97,2,2,0,HB,Spain,Groups,Travel Agent,false,0,1,A,A,0,No Deposit,1,Transient,108.57,0,3
BKG-002974,GST-002974,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-16,2023-05-21,5,199,2,1,1,BB,Germany,Offline TA/TO,Travel Agent,false,0,0,D,D,0,Refundable,1,Transient,110.50,0,1
BKG-002975,GST-002975,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-04,2022-01-08,4,146,3,1,1,HB,Germany,Offline TA/TO,Tour Operator,false,0,4,A,A,0,Non Refundable,0,Contract,122.13,1,1
BKG-003005,GST-003005,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-10,2023-09-17,7,128,1,1,0,SC,Spain,Online TA,Tour Operator,true,1,1,E,E,1,Non Refundable,2,Transient-Party,107.10,0,3
BKG-003007,GST-003007,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-08,2021-06-10,2,124,1,0,1,BB,Spain,Online TA,Travel Agent,true,1,0,C,C,0,Refundable,0,Contract,99.95,0,1
BKG-003012,GST-003012,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-28,2022-11-04,7,166,1,1,0,BB,Portugal,Offline TA/TO,Corporate,false,2,1,C,C,0,Refundable,1,Contract,111.57,2,3
BKG-003034,GST-003034,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-17,2023-07-26,9,51,3,0,1,FB,Germany,Online TA,Direct,true,0,3,B,B,0,Non Refundable,1,Transient-Party,63.01,0,0
BKG-003036,GST-003036,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-14,2023-06-17,3,122,3,0,1,FB,Portugal,Offline TA/TO,Tour Operator,true,0,1,C,C,0,No Deposit,2,Transient,71.82,0,0
BKG-003037,GST-003037,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-04,2022-03-06,2,83,3,1,0,BB,Portugal,Offline TA/TO,Corporate,false,0,3,D,D,1,No Deposit,0,Transient-Party,66.85,1,0
BKG-003054,GST-003054,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-22,2022-03-28,6,61,2,1,1,HB,Spain,Offline TA/TO,Corporate,true,1,2,A,A,0,Non Refundable,0,Transient-Party,106.43,1,0
BKG-003072,GST-003072,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-22,2022-05-25,3,185,1,1,1,HB,Portugal,Offline TA/TO,Tour Operator,true,0,1,E,E,0,Non Refundable,1,Transient,81.74,2,3
BKG-003075,GST-003075,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-16,2021-08-22,6,63,1,2,1,SC,Germany,Offline TA/TO,Direct,true,0,0,A,A,1,Non Refundable,0,Contract,113.18,0,3
BKG-003093,GST-003093,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-10-22,2021-10-24,2,95,1,0,0,SC,Spain,Online TA,Travel Agent,true,1,0,A,A,1,Refundable,0,Contract,110.13,2,3
BKG-003095,GST-003095,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-20,2022-04-26,6,57,2,2,0,HB,Germany,Offline TA/TO,Direct,false,1,0,E,E,0,Refundable,0,Contract,116.68,0,0
BKG-003101,GST-003101,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-28,2022-03-05,5,65,2,0,1,BB,Germany,Online TA,Travel Agent,true,0,1,B,B,2,Non Refundable,0,Contract,130.69,1,1
BKG-003106,GST-003106,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-26,2021-12-28,2,118,3,2,0,FB,Portugal,Offline TA/TO,Corporate,true,2,3,A,A,0,No Deposit,2,Transient,94.32,1,0
BKG-003109,GST-003109,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-13,2022-10-17,4,123,3,2,0,FB,Portugal,Online TA,Direct,true,0,1,C,C,0,No Deposit,2,Contract,112.13,2,0
BKG-003141,GST-003141,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-04,2023-05-09,5,142,1,1,0,HB,Portugal,Offline TA/TO,Direct,true,0,2,C,C,0,Non Refundable,0,Transient,103.62,0,0
BKG-003147,GST-003147,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-04,2023-10-07,3,65,3,2,0,FB,Portugal,Offline TA/TO,Corporate,true,1,0,E,E,0,Refundable,1,Transient-Party,61.63,1,0
BKG-003154,GST-003154,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-04,2021-08-08,4,81,2,1,0,SC,Spain,Online TA,Corporate,false,0,1,B,B,1,Refundable,0,Transient-Party,93.15,0,0
BKG-003158,GST-003158,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-22,2021-03-28,6,105,2,2,0,BB,Germany,Online TA,Direct,false,1,1,D,D,0,Refundable,1,Transient-Party,76.66,1,2
BKG-003180,GST-003180,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-08,2023-09-16,8,126,3,1,1,HB,Portugal,Groups,Travel Agent,false,0,0,C,C,1,Non Refundable,0,Transient,96.16,1,1
BKG-003183,GST-003183,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-06,2022-02-09,3,45,1,2,0,BB,France,Online TA,Travel Agent,true,0,1,B,B,0,Non Refundable,2,Transient,103.73,1,1
BKG-003187,GST-003187,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-29,2022-01-03,5,40,2,1,1,BB,France,Offline TA/TO,Travel Agent,false,0,2,E,E,0,Non Refundable,2,Transient,113.98,1,0
BKG-003190,GST-003190,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-10,2022-08-17,7,191,2,0,1,SC,Germany,Online TA,Tour Operator,false,0,0,E,E,0,No Deposit,0,Transient-Party,109.44,0,3
BKG-003192,GST-003192,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-21,2023-05-26,5,136,1,0,0,HB,Germany,Online TA,Corporate,true,0,0,B,B,0,Refundable,1,Transient,130.27,0,2
BKG-003200,GST-003200,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-27,2021-02-01,5,122,1,0,1,BB,France,Offline TA/TO,Direct,true,0,0,B,B,0,Non Refundable,0,Transient,121.29,2,1
BKG-003206,GST-003206,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-18,2021-04-22,4,66,2,1,0,SC,France,Groups,Travel Agent,true,1,0,A,A,0,No Deposit,0,Transient-Party,99.09,0,2
BKG-003213,GST-003213,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-03,2023-10-08,5,183,3,2,0,SC,Spain,Groups,Travel Agent,true,0,2,D,D,0,Non Refundable,0,Transient,106.27,2,1
BKG-003226,GST-003226,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-09,2023-08-18,9,51,1,2,1,BB,Spain,Online TA,Direct,false,1,1,B,B,0,No Deposit,0,Contract,91.72,1,0
BKG-003236,GST-003236,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-25,2022-11-30,5,109,1,1,0,BB,Germany,Offline TA/TO,Tour Operator,true,0,2,E,E,0,Refundable,2,Contract,135.62,1,1
BKG-003253,GST-003253,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-22,2022-08-26,4,132,2,1,0,FB,Germany,Online TA,Direct,true,2,1,C,C,0,No Deposit,0,Contract,113.76,0,3
BKG-003254,GST-003254,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-09,2022-12-12,3,153,3,1,0,BB,Portugal,Offline TA/TO,Direct,true,1,2,B,B,1,Refundable,0,Transient-Party,119.16,1,0
BKG-003261,GST-003261,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-01,2021-03-04,3,88,3,0,1,BB,France,Groups,Corporate,true,0,2,B,B,0,Refundable,2,Contract,103.91,0,0
BKG-003267,GST-003267,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-18,2022-03-24,6,56,1,1,1,FB,Portugal,Offline TA/TO,Direct,true,0,1,D,D,0,Refundable,0,Transient,107.01,2,3
BKG-003271,GST-003271,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-26,2023-05-01,5,89,3,1,0,HB,Portugal,Offline TA/TO,Corporate,false,0,0,D,D,0,Refundable,0,Transient,104.89,2,2
BKG-003285,GST-003285,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-17,2023-06-23,6,22,1,1,0,SC,Germany,Online TA,Corporate,false,0,0,C,C,0,No Deposit,2,Transient-Party,84.33,1,0
BKG-003298,GST-003298,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-18,2021-08-23,5,53,1,2,1,SC,Germany,Groups,Direct,true,0,1,A,A,1,No Deposit,2,Contract,70.48,1,0
BKG-003341,GST-003341,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-17,2022-08-23,6,135,3,2,1,HB,Germany,Offline TA/TO,Tour Operator,false,0,1,A,A,0,Non Refundable,0,Contract,95.37,0,0
BKG-003353,GST-003353,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-25,2022-11-28,3,121,1,2,1,BB,Portugal,Groups,Direct,true,0,0,B,B,1,Non Refundable,2,Transient,99.35,1,0
BKG-003354,GST-003354,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-02-13,2021-02-23,10,104,1,1,1,FB,Spain,Groups,Travel Agent,true,1,1,E,E,1,No Deposit,1,Contract,84.28,2,3
BKG-003367,GST-003367,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-02-13,2021-02-15,2,74,1,1,0,SC,Portugal,Groups,Travel Agent,true,0,2,C,C,0,No Deposit,2,Transient-Party,129.21,2,2
BKG-003390,GST-003390,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-17,2021-09-25,8,107,2,1,1,HB,Spain,Groups,Corporate,true,2,1,C,C,1,No Deposit,0,Contract,83.91,1,3
BKG-003395,GST-003395,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-09,2022-12-13,4,199,2,0,1,FB,France,Offline TA/TO,Direct,true,2,2,D,D,0,No Deposit,3,Transient,102.02,2,1
BKG-003408,GST-003408,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-16,2022-05-22,6,106,1,0,1,BB,Spain,Groups,Direct,true,0,3,D,D,0,No Deposit,1,Transient-Party,112.27,2,1
BKG-003412,GST-003412,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-07,2021-12-14,7,80,1,1,1,FB,France,Online TA,Direct,false,0,0,C,C,1,Refundable,2,Contract,120.07,0,2
BKG-003450,GST-003450,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-12,2023-08-17,5,79,3,1,1,HB,Spain,Offline TA/TO,Tour Operator,false,0,1,C,C,0,Refundable,0,Transient-Party,107.15,0,2
BKG-003454,GST-003454,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-17,2022-11-21,4,72,1,2,1,BB,Spain,Online TA,Direct,true,1,2,D,D,0,Refundable,0,Transient-Party,124.65,0,2
BKG-003463,GST-003463,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-03,2022-03-09,6,108,2,1,1,BB,Germany,Groups,Tour Operator,true,1,3,C,C,0,No Deposit,0,Transient-Party,97.90,1,0
BKG-003469,GST-003469,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-13,2021-01-16,3,77,1,2,0,BB,Germany,Online TA,Direct,true,1,1,A,A,1,No Deposit,2,Transient,131.29,2,0
BKG-003483,GST-003483,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-08,2021-07-14,6,82,2,1,1,BB,Portugal,Offline TA/TO,Direct,false,2,1,D,D,0,Non Refundable,3,Contract,99.53,2,1
BKG-003491,GST-003491,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-07,2022-12-13,6,84,3,1,1,SC,Spain,Online TA,Corporate,true,0,0,D,D,0,Refundable,0,Transient-Party,95.86,1,1
BKG-003492,GST-003492,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-01,2021-12-06,5,89,3,1,1,HB,Germany,Groups,Corporate,true,1,2,B,B,1,Non Refundable,0,Contract,95.10,1,3
BKG-003533,GST-003533,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-12,2023-05-18,6,95,2,2,0,HB,France,Online TA,Corporate,true,1,0,A,A,1,Refundable,0,Transient,87.21,2,2
BKG-003536,GST-003536,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-09,2021-05-15,6,180,1,2,1,HB,France,Offline TA/TO,Tour Operator,true,0,0,A,A,0,Refundable,0,Transient-Party,112.59,0,1
BKG-003548,GST-003548,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-15,2021-04-17,2,173,1,1,1,FB,Portugal,Offline TA/TO,Travel Agent,false,2,0,C,C,0,Refundable,3,Contract,74.40,1,1
BKG-003566,GST-003566,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-01-10,2023-01-19,9,103,2,2,1,BB,Germany,Offline TA/TO,Corporate,false,1,0,A,A,1,No Deposit,1,Contract,76.08,2,2
BKG-003572,GST-003572,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-11,2023-02-19,8,166,2,1,1,BB,Spain,Offline TA/TO,Travel Agent,true,0,1,B,B,0,Non Refundable,2,Transient,93.21,0,1
BKG-003573,GST-003573,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-18,2022-03-19,1,116,1,1,0,FB,France,Online TA,Tour Operator,true,0,0,E,E,1,Non Refundable,0,Transient-Party,100.80,1,3
BKG-003582,GST-003582,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-22,2023-09-26,4,167,1,2,1,BB,Portugal,Groups,Travel Agent,false,1,0,E,E,1,No Deposit,2,Transient-Party,86.16,2,0
BKG-003586,GST-003586,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-26,2021-10-03,7,35,2,0,1,FB,Spain,Groups,Tour Operator,true,0,1,E,E,1,No Deposit,1,Contract,112.66,0,3
BKG-003596,GST-003596,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-20,2022-01-26,6,157,1,0,1,BB,Spain,Online TA,Corporate,true,0,0,B,B,0,No Deposit,2,Transient,98.07,0,0
BKG-003599,GST-003599,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-23,2023-05-26,3,117,2,0,0,HB,Germany,Groups,Tour Operator,true,0,1,E,E,0,Refundable,1,Transient,69.70,0,2
